condition,k,attribute_index,rare,query_positives,recall_at_k
cub_train_aligned_source,1,28,True,70,0.07142857142857142
cub_train_aligned_source,1,33,True,28,0.0
cub_train_aligned_source,1,41,True,92,0.05434782608695652
cub_train_aligned_source,1,42,True,24,0.08333333333333333
cub_train_aligned_source,1,43,True,88,0.11363636363636363
cub_train_aligned_source,1,47,True,81,0.07407407407407407
cub_train_aligned_source,1,48,True,24,0.08333333333333333
cub_train_aligned_source,1,61,True,17,0.0
cub_train_aligned_source,1,62,True,57,0.03508771929824561
cub_train_aligned_source,1,67,True,20,0.0
cub_train_aligned_source,1,81,True,63,0.031746031746031744
cub_train_aligned_source,1,82,True,16,0.0
cub_train_aligned_source,1,83,True,40,0.05
cub_train_aligned_source,1,87,True,46,0.043478260869565216
cub_train_aligned_source,1,88,True,29,0.0
cub_train_aligned_source,1,107,True,90,0.07777777777777778
cub_train_aligned_source,1,108,True,17,0.0
cub_train_aligned_source,1,109,True,77,0.03896103896103896
cub_train_aligned_source,1,113,True,63,0.015873015873015872
cub_train_aligned_source,1,114,True,25,0.0
cub_train_aligned_source,1,122,True,88,0.11363636363636363
cub_train_aligned_source,1,123,True,28,0.03571428571428571
cub_train_aligned_source,1,124,True,74,0.10810810810810811
cub_train_aligned_source,1,127,True,88,0.1590909090909091
cub_train_aligned_source,1,128,True,60,0.2
cub_train_aligned_source,1,129,True,26,0.23076923076923078
cub_train_aligned_source,1,135,True,56,0.21428571428571427
cub_train_aligned_source,1,137,True,10,0.0
cub_train_aligned_source,1,138,True,67,0.07462686567164178
cub_train_aligned_source,1,141,True,17,0.058823529411764705
cub_train_aligned_source,1,142,True,3,0.0
cub_train_aligned_source,1,143,True,23,0.0
cub_train_aligned_source,1,144,True,69,0.10144927536231885
cub_train_aligned_source,1,148,True,89,0.0449438202247191
cub_train_aligned_source,1,155,True,32,0.21875
cub_train_aligned_source,1,156,True,88,0.17045454545454544
cub_train_aligned_source,1,160,True,53,0.24528301886792453
cub_train_aligned_source,1,161,True,24,0.25
cub_train_aligned_source,1,169,True,65,0.0
cub_train_aligned_source,1,170,True,18,0.0
cub_train_aligned_source,1,171,True,52,0.057692307692307696
cub_train_aligned_source,1,175,True,56,0.07142857142857142
cub_train_aligned_source,1,176,True,23,0.0
cub_train_aligned_source,1,177,True,109,0.22018348623853212
cub_train_aligned_source,1,185,True,34,0.20588235294117646
cub_train_aligned_source,1,186,True,80,0.1625
cub_train_aligned_source,1,190,True,80,0.1
cub_train_aligned_source,1,191,True,33,0.030303030303030304
cub_train_aligned_source,1,199,True,81,0.06172839506172839
cub_train_aligned_source,1,200,True,19,0.10526315789473684
cub_train_aligned_source,1,201,True,79,0.08860759493670886
cub_train_aligned_source,1,205,True,68,0.0
cub_train_aligned_source,1,206,True,31,0.06451612903225806
cub_train_aligned_source,1,224,True,64,0.21875
cub_train_aligned_source,1,226,True,26,0.07692307692307693
cub_train_aligned_source,1,251,True,44,0.09090909090909091
cub_train_aligned_source,1,252,True,107,0.12149532710280374
cub_train_aligned_source,1,257,True,45,0.06666666666666667
cub_train_aligned_source,1,263,True,77,0.05194805194805195
cub_train_aligned_source,1,265,True,22,0.0
cub_train_aligned_source,1,266,True,23,0.0
cub_train_aligned_source,1,267,True,66,0.06060606060606061
cub_train_aligned_source,1,270,True,29,0.0
cub_train_aligned_source,1,271,True,7,0.0
cub_train_aligned_source,1,280,True,53,0.0
cub_train_aligned_source,1,281,True,17,0.0
cub_train_aligned_source,1,282,True,81,0.06172839506172839
cub_train_aligned_source,1,285,True,34,0.08823529411764706
cub_train_aligned_source,1,286,True,14,0.0
cub_train_aligned_source,1,287,True,53,0.03773584905660377
cub_train_aligned_source,1,296,True,36,0.19444444444444445
cub_train_aligned_source,1,301,True,66,0.18181818181818182
cub_train_aligned_source,1,302,True,36,0.16666666666666666
cub_train_aligned_source,5,2,True,95,0.24210526315789474
cub_train_aligned_source,5,12,True,26,0.07692307692307693
cub_train_aligned_source,5,13,True,69,0.391304347826087
cub_train_aligned_source,5,18,True,25,0.0
cub_train_aligned_source,5,27,True,31,0.03225806451612903
cub_train_aligned_source,5,28,True,70,0.34285714285714286
cub_train_aligned_source,5,33,True,28,0.10714285714285714
cub_train_aligned_source,5,41,True,92,0.2826086956521739
cub_train_aligned_source,5,42,True,24,0.16666666666666666
cub_train_aligned_source,5,43,True,88,0.42045454545454547
cub_train_aligned_source,5,47,True,81,0.4444444444444444
cub_train_aligned_source,5,48,True,24,0.20833333333333334
cub_train_aligned_source,5,61,True,17,0.058823529411764705
cub_train_aligned_source,5,62,True,57,0.2982456140350877
cub_train_aligned_source,5,67,True,20,0.05
cub_train_aligned_source,5,81,True,63,0.15873015873015872
cub_train_aligned_source,5,82,True,16,0.0625
cub_train_aligned_source,5,83,True,40,0.4
cub_train_aligned_source,5,87,True,46,0.2826086956521739
cub_train_aligned_source,5,88,True,29,0.0
cub_train_aligned_source,5,107,True,90,0.25555555555555554
cub_train_aligned_source,5,108,True,17,0.0
cub_train_aligned_source,5,109,True,77,0.33766233766233766
cub_train_aligned_source,5,113,True,63,0.3333333333333333
cub_train_aligned_source,5,114,True,25,0.08
