attribute_index,attribute_name,attribute_family,eligible,observed_test,positives_test,negatives_test,native_target_ap_mean,aligned_source_ap_mean,unaligned_source_ap_mean,native_source_ap_mean,aligned_minus_native_target_ap
149,has_bill_length::about_the_same_as_head,has_bill_length,True,5667,2119,3548,0.677575978087363,0.5971349593288353,0.39271978796034335,0.6537348171254249,-0.08044101875852772
150,has_bill_length::longer_than_head,has_bill_length,True,5667,348,5319,0.49923812657491806,0.28315852619851917,0.08167360680483203,0.449521665998458,-0.2160796003763989
151,has_bill_length::shorter_than_head,has_bill_length,True,5667,3247,2420,0.8650868738345758,0.8123006342918029,0.6847291953556095,0.8585026438052454,-0.05278623954277295
152,has_forehead_color::blue,has_forehead_color,True,5515,303,5212,0.6677346809083935,0.6165644194980763,0.04153472989391077,0.6741798768621938,-0.05117026141031722
153,has_forehead_color::brown,has_forehead_color,True,5515,998,4517,0.5731291027178342,0.5439994492338555,0.1968794861471785,0.5652532688885034,-0.02912965348397878
154,has_forehead_color::iridescent,has_forehead_color,True,5515,124,5391,0.12203731909340192,0.07645460994969401,0.02124387529873019,0.11006307082106523,-0.045582709143707906
155,has_forehead_color::purple,has_forehead_color,True,5515,32,5483,0.058773726462288525,0.020313226470246613,0.011147497315729817,0.02509975252543471,-0.038460499992041916
156,has_forehead_color::rufous,has_forehead_color,True,5515,88,5427,0.19646295768728722,0.1460454167891582,0.01148358862974583,0.22374579659804725,-0.050417540898129026
157,has_forehead_color::grey,has_forehead_color,True,5515,1181,4334,0.5258799349294941,0.4564806848192842,0.22540102331511253,0.5133810707484442,-0.06939925011020992
158,has_forehead_color::yellow,has_forehead_color,True,5515,483,5032,0.6235391209228636,0.6078258270505662,0.11571943108953657,0.6253787797905219,-0.015713293872297363
159,has_forehead_color::olive,has_forehead_color,True,5515,128,5387,0.22095385180615734,0.17431565871600313,0.019302977363288263,0.22815133366109733,-0.04663819309015421
160,has_forehead_color::green,has_forehead_color,True,5515,53,5462,0.17351377325965514,0.1532612746819109,0.008370758814095814,0.19688860204921216,-0.02025249857774425
161,has_forehead_color::pink,has_forehead_color,False,5515,24,5491,,,,,
162,has_forehead_color::orange,has_forehead_color,True,5515,159,5356,0.170465088164628,0.14135487005469075,0.027174386641489724,0.18360528455682706,-0.029110218109937247
163,has_forehead_color::black,has_forehead_color,True,5515,1864,3651,0.7342021448616396,0.6875957303291184,0.3001530578468918,0.7277597114528745,-0.046606414532521234
164,has_forehead_color::white,has_forehead_color,True,5515,807,4708,0.6595152807287539,0.5812270605595758,0.16002591038374264,0.6428775299669457,-0.07828822016917802
165,has_forehead_color::red,has_forehead_color,True,5515,254,5261,0.6840985925645158,0.6239842697034211,0.04300720665623038,0.6758163580318294,-0.06011432286109464
166,has_forehead_color::buff,has_forehead_color,True,5515,708,4807,0.3790676509459501,0.3106375310772151,0.19293080246290392,0.3795805741272755,-0.06843011986873498
167,has_under_tail_color::blue,has_under_tail_color,True,4343,203,4140,0.562911959094273,0.5350065302144869,0.04294656748798871,0.5707379716992964,-0.027905428879786198
168,has_under_tail_color::brown,has_under_tail_color,True,4343,891,3452,0.5315981362795685,0.5081810548713077,0.24144656676720128,0.5271453501911585,-0.02341708140826082
169,has_under_tail_color::iridescent,has_under_tail_color,True,4343,65,4278,0.06432595327489163,0.04713283545010629,0.017797502569837774,0.054163342563107585,-0.017193117824785338
170,has_under_tail_color::purple,has_under_tail_color,False,4343,18,4325,,,,,
171,has_under_tail_color::rufous,has_under_tail_color,True,4343,52,4291,0.1248633888763246,0.11288607453065061,0.008683182309863879,0.10714639827850628,-0.011977314345673992
172,has_under_tail_color::grey,has_under_tail_color,True,4343,1213,3130,0.4792516763222527,0.4305567048733169,0.2818898320083467,0.45375423735896625,-0.04869497144893581
173,has_under_tail_color::yellow,has_under_tail_color,True,4343,383,3960,0.4717419195998274,0.436767527073318,0.13065529211095098,0.4282667580831476,-0.03497439252650941
174,has_under_tail_color::olive,has_under_tail_color,True,4343,125,4218,0.21914457060978365,0.17496279675365767,0.024869195475283882,0.2419758144323144,-0.04418177385612598
175,has_under_tail_color::green,has_under_tail_color,True,4343,56,4287,0.09327388005552917,0.0873794189780202,0.018438699489130097,0.11633243911150692,-0.005894461077508961
176,has_under_tail_color::pink,has_under_tail_color,False,4343,23,4320,,,,,
177,has_under_tail_color::orange,has_under_tail_color,True,4343,109,4234,0.16274691222197382,0.1255547188477383,0.026007728285375682,0.18413017092605363,-0.037192193374235516
178,has_under_tail_color::black,has_under_tail_color,True,4343,1808,2535,0.7504124889884176,0.6600929128241617,0.4097325624111172,0.7386445466352655,-0.0903195761642559
179,has_under_tail_color::white,has_under_tail_color,True,4343,1034,3309,0.5817963617489474,0.5157193564808201,0.2668765204908276,0.576427876315672,-0.06607700526812732
180,has_under_tail_color::red,has_under_tail_color,True,4343,83,4260,0.36909621691534067,0.37200867628583756,0.017147078379573515,0.38091430860584136,0.0029124593704968893
