attribute_index,attribute_name,attribute_family,eligible,observed_test,positives_test,negatives_test,native_target_ap_mean,aligned_source_ap_mean,unaligned_source_ap_mean,native_source_ap_mean,aligned_minus_native_target_ap
155,has_forehead_color::purple,has_forehead_color,True,5515,32,5483,0.058773726462288525,0.022615553832934277,0.011147497315729817,0.025099759711691712,-0.03615817262935425
156,has_forehead_color::rufous,has_forehead_color,True,5515,88,5427,0.19646295768728722,0.19880347294682302,0.011483581059035394,0.22374579659804725,0.002340515259535797
157,has_forehead_color::grey,has_forehead_color,True,5515,1181,4334,0.5258798500510549,0.4987615606453016,0.22540129857482283,0.5133805312365507,-0.027118289405753282
158,has_forehead_color::yellow,has_forehead_color,True,5515,483,5032,0.6235383208567249,0.6452937620768744,0.1157194697276277,0.6253782767415682,0.021755441220149496
159,has_forehead_color::olive,has_forehead_color,True,5515,128,5387,0.22095427929833936,0.24719182212082594,0.019302977363288263,0.22815133366109733,0.02623754282248658
160,has_forehead_color::green,has_forehead_color,True,5515,53,5462,0.17351377325965514,0.1945026922276825,0.008370758814095814,0.19688860204921216,0.020988918968027348
161,has_forehead_color::pink,has_forehead_color,False,5515,24,5491,,,,,
162,has_forehead_color::orange,has_forehead_color,True,5515,159,5356,0.17047033385625862,0.17796566420825838,0.027174386641489724,0.18360554321814293,0.007495330351999757
163,has_forehead_color::black,has_forehead_color,True,5515,1864,3651,0.7342021732132823,0.723352732646904,0.3001534486353843,0.7277597114528745,-0.010849440566378266
164,has_forehead_color::white,has_forehead_color,True,5515,807,4708,0.6595153248778743,0.6370937013140351,0.16002593292215095,0.6428774046844907,-0.022421623563839255
165,has_forehead_color::red,has_forehead_color,True,5515,254,5261,0.6840985925645158,0.6591165789175062,0.04300719083309386,0.6758163580318294,-0.024982013647009582
166,has_forehead_color::buff,has_forehead_color,True,5515,708,4807,0.37906765094595013,0.3522600495746393,0.19293064928943585,0.3795805562707232,-0.02680760137131083
167,has_under_tail_color::blue,has_under_tail_color,True,4343,203,4140,0.562911959094273,0.5619187752657195,0.04294656748798871,0.5707379716992964,-0.0009931838285535122
168,has_under_tail_color::brown,has_under_tail_color,True,4343,891,3452,0.5315981736458486,0.5179751767051106,0.24144645548942387,0.5271451448955397,-0.013622996940737986
169,has_under_tail_color::iridescent,has_under_tail_color,True,4343,65,4278,0.06432595327489163,0.05671173860779285,0.01779747247772361,0.054163342563107585,-0.00761421466709878
170,has_under_tail_color::purple,has_under_tail_color,False,4343,18,4325,,,,,
